"stn_id","stn_name","date","PRCP","TAVG"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-29","0.0","11.9"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-30","0.0","11.4"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-31","0.0","8.2"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-01","0.0","11.3"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-02","0.0","15.3"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-03","0.3","16.8"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-04","0.3","12.7"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-05","0.5","8.9"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-06","0.5","7.7"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-07","0.0","3.9"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-08","0.0","2.5"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-09","0.0","6.3"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-10","0.0","7.1"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-11","0.0","7.1"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-12","0.0","6.3"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-13","0.0","6.4"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-14","0.0","9.4"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-15","0.0","7.6"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-16","0.0","15.1"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-17","23.4","9.3"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-18","0.0","2.3"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-19","0.0","2.2"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-20","0.0","3.7"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-21","0.0","9.2"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-22","0.0","11.7"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-23","0.0","11.7"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-24","0.0","11.8"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-25","0.0","9.6"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-26","0.0","8.0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-27","4.8","14.9"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-28","0.0","4.6"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-29","0.0","3.8"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-30","0.0","3.6"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-01","0.0","5.0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-02","0.0","4.9"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-03","0.3","8.3"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-04","2.3","1.0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-05","0.0","-1.3"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-06","0.0","-1.6"
